OTU_ID	sample_2353	sample_2160	sample_1861	sample_2187	sample_1533	sample_1828	sample_2262	sample_1728	sample_1799	sample_1758	sample_1760	sample_388	sample_1347	sample_1558	sample_1401	sample_607	sample_1546	sample_706	sample_1543	sample_1600	sample_2192	sample_1811	sample_566	sample_573	sample_2289	sample_1740	sample_1427	sample_1337	sample_1825	sample_483	sample_1522	sample_1832	sample_669	sample_2222	sample_473	sample_1500	sample_1475	sample_1520	sample_2158	sample_511	sample_469	sample_1489	sample_445	sample_2311	sample_1774	sample_2274	sample_520	sample_455	sample_1387	sample_424	sample_695	sample_1637	sample_1275	sample_1733	sample_429	sample_453	sample_2148	sample_1479	sample_1535	sample_1644	sample_1854	sample_743	sample_1464	sample_517	sample_1484	sample_1357	sample_1622	sample_1456	sample_433	sample_407	sample_2171	sample_685	sample_1269	sample_420	sample_535	sample_2281	sample_461	sample_2369	sample_382	sample_2167	sample_1707	sample_1560	sample_1443	sample_651	sample_1291	sample_2261	sample_574	sample_1276	sample_1372	sample_393	sample_565	sample_514	sample_1804	sample_1298	sample_2219	sample_1548	sample_726	sample_1263	sample_1678	sample_557
theta_f_27	1.0	3.0	9.0	19.0	1.0	12.0	4.0	5.0	5.0	3.0	3.0	9.0	12.0	7.0	6.0	16.0	2.0	61.0	18.0	14.0	61.0	18.0	17.0	10.0	5.0	6.0	20.0	5.0	48.0	9.0	2.0	2.0	25.0	5.0	7.0	6.0	27.0	48.0	21.0	51.0	4.0	7.0	13.0	81.0	12.0	8.0	27.0	31.0	23.0	41.0	5.0	1.0	26.0	26.0	7.0	14.0	8.0	37.0	11.0	7.0	9.0	13.0	56.0	7.0	87.0	11.0	26.0	6.0	18.0	13.0	43.0	14.0	52.0	50.0	6.0	2.0	5.0	5.0	6.0	10.0	16.0	30.0	8.0	18.0	119.0	3.0	19.0	4.0	7.0	3.0	23.0	11.0	7.0	81.0	26.0	3.0	6.0	102.0	7.0	123.0
theta_f_28	8.0	1.0	1.0	2.0	5.0	0.0	1.0	8.0	3.0	0.0	0.0	2.0	1.0	3.0	5.0	8.0	0.0	1.0	1.0	1.0	0.0	4.0	13.0	0.0	8.0	1.0	0.0	2.0	8.0	2.0	12.0	13.0	0.0	1.0	3.0	1.0	0.0	4.0	1.0	0.0	11.0	16.0	5.0	15.0	14.0	4.0	10.0	4.0	3.0	2.0	7.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	6.0	6.0	3.0	2.0	4.0	1.0	5.0	1.0	2.0	0.0	0.0	3.0	8.0	5.0	2.0	2.0	10.0	1.0	2.0	0.0	2.0	0.0	16.0	2.0	7.0	1.0	3.0	8.0	8.0	2.0	1.0	5.0	21.0	5.0	4.0	12.0	1.0	3.0	2.0	2.0	2.0
theta_f_29	7.0	6.0	4.0	22.0	1.0	10.0	1.0	4.0	6.0	1.0	1.0	16.0	14.0	10.0	3.0	1.0	46.0	7.0	41.0	3.0	3.0	2.0	57.0	1.0	47.0	2.0	21.0	19.0	3.0	0.0	1.0	6.0	25.0	2.0	6.0	0.0	2.0	14.0	13.0	2.0	8.0	3.0	10.0	8.0	12.0	92.0	6.0	2.0	58.0	6.0	3.0	12.0	23.0	9.0	3.0	3.0	23.0	0.0	22.0	17.0	17.0	7.0	12.0	68.0	8.0	2.0	19.0	6.0	6.0	6.0	3.0	0.0	13.0	50.0	7.0	16.0	0.0	6.0	4.0	14.0	25.0	10.0	20.0	9.0	23.0	4.0	33.0	9.0	0.0	35.0	32.0	18.0	4.0	23.0	14.0	8.0	0.0	13.0	5.0	3.0
theta_f_30	9.0	1.0	3.0	4.0	18.0	16.0	9.0	68.0	8.0	6.0	4.0	73.0	6.0	52.0	17.0	9.0	16.0	5.0	11.0	28.0	5.0	94.0	5.0	5.0	20.0	27.0	26.0	34.0	13.0	1.0	20.0	2.0	41.0	10.0	17.0	2.0	4.0	11.0	21.0	7.0	25.0	10.0	1.0	27.0	31.0	8.0	14.0	11.0	30.0	0.0	0.0	1.0	57.0	19.0	40.0	49.0	9.0	65.0	4.0	58.0	4.0	2.0	6.0	33.0	38.0	5.0	3.0	5.0	5.0	26.0	18.0	8.0	1.0	31.0	4.0	17.0	56.0	1.0	3.0	10.0	63.0	8.0	29.0	26.0	81.0	7.0	13.0	1.0	2.0	34.0	10.0	21.0	2.0	1.0	13.0	6.0	9.0	27.0	9.0	20.0
theta_f_31	6.0	6.0	3.0	2.0	9.0	0.0	0.0	1.0	1.0	2.0	2.0	24.0	13.0	8.0	27.0	5.0	0.0	52.0	6.0	38.0	6.0	5.0	13.0	52.0	4.0	7.0	0.0	52.0	90.0	10.0	2.0	11.0	6.0	8.0	3.0	4.0	14.0	14.0	23.0	8.0	35.0	11.0	8.0	1.0	13.0	21.0	5.0	31.0	7.0	24.0	18.0	2.0	6.0	3.0	10.0	21.0	22.0	6.0	41.0	34.0	4.0	19.0	5.0	9.0	25.0	2.0	12.0	32.0	0.0	31.0	9.0	4.0	12.0	4.0	9.0	6.0	32.0	0.0	12.0	9.0	15.0	16.0	18.0	41.0	24.0	0.0	12.0	0.0	6.0	22.0	23.0	45.0	4.0	131.0	6.0	6.0	1.0	22.0	2.0	1.0
theta_f_32	6.0	2.0	0.0	6.0	15.0	13.0	24.0	1.0	3.0	1.0	0.0	6.0	9.0	4.0	10.0	2.0	21.0	14.0	13.0	13.0	8.0	2.0	6.0	1.0	24.0	0.0	11.0	4.0	4.0	39.0	22.0	2.0	2.0	9.0	2.0	0.0	4.0	10.0	7.0	8.0	1.0	3.0	2.0	5.0	7.0	6.0	7.0	7.0	10.0	5.0	8.0	3.0	2.0	2.0	9.0	11.0	1.0	18.0	2.0	5.0	37.0	1.0	26.0	7.0	1.0	8.0	22.0	7.0	5.0	1.0	18.0	0.0	1.0	9.0	2.0	4.0	2.0	0.0	2.0	14.0	17.0	8.0	6.0	3.0	3.0	2.0	2.0	4.0	1.0	1.0	0.0	22.0	6.0	36.0	1.0	1.0	2.0	19.0	3.0	2.0
theta_f_33	10.0	3.0	7.0	21.0	20.0	2.0	5.0	4.0	6.0	4.0	1.0	15.0	1.0	2.0	5.0	19.0	4.0	40.0	2.0	10.0	6.0	44.0	23.0	31.0	3.0	1.0	16.0	8.0	10.0	4.0	19.0	24.0	8.0	8.0	17.0	2.0	79.0	7.0	36.0	3.0	2.0	0.0	46.0	16.0	14.0	3.0	7.0	4.0	17.0	2.0	128.0	11.0	4.0	9.0	8.0	9.0	2.0	1.0	4.0	10.0	6.0	2.0	3.0	3.0	18.0	16.0	16.0	12.0	2.0	23.0	18.0	0.0	17.0	3.0	3.0	8.0	7.0	1.0	6.0	1.0	6.0	2.0	20.0	11.0	12.0	11.0	38.0	17.0	1.0	7.0	7.0	11.0	8.0	3.0	2.0	11.0	9.0	4.0	13.0	1.0
theta_f_34	10.0	2.0	26.0	13.0	3.0	8.0	2.0	54.0	9.0	0.0	6.0	14.0	9.0	1.0	23.0	0.0	19.0	25.0	0.0	10.0	78.0	9.0	4.0	19.0	26.0	7.0	8.0	44.0	4.0	4.0	5.0	30.0	81.0	8.0	6.0	0.0	8.0	9.0	66.0	1.0	10.0	26.0	1.0	14.0	17.0	6.0	10.0	8.0	58.0	7.0	7.0	6.0	6.0	2.0	6.0	8.0	4.0	6.0	14.0	3.0	8.0	6.0	1.0	0.0	35.0	4.0	6.0	4.0	0.0	8.0	1.0	4.0	9.0	39.0	56.0	11.0	10.0	0.0	5.0	22.0	4.0	3.0	3.0	9.0	6.0	0.0	12.0	16.0	1.0	4.0	3.0	10.0	12.0	16.0	47.0	4.0	7.0	0.0	25.0	1.0
theta_f_35	3.0	12.0	1.0	15.0	3.0	3.0	8.0	1.0	72.0	7.0	3.0	9.0	11.0	3.0	89.0	4.0	25.0	5.0	1.0	6.0	10.0	0.0	33.0	20.0	9.0	4.0	3.0	11.0	4.0	7.0	9.0	26.0	470.0	0.0	6.0	0.0	19.0	17.0	11.0	15.0	2.0	32.0	4.0	12.0	29.0	45.0	14.0	5.0	28.0	6.0	49.0	6.0	2.0	2.0	26.0	2.0	6.0	7.0	13.0	13.0	16.0	1.0	59.0	14.0	55.0	4.0	3.0	25.0	5.0	4.0	2.0	61.0	149.0	4.0	26.0	2.0	6.0	36.0	69.0	20.0	38.0	37.0	10.0	3.0	21.0	7.0	5.0	16.0	9.0	8.0	46.0	5.0	12.0	3.0	19.0	5.0	5.0	16.0	5.0	258.0
theta_f_36	12.0	1.0	15.0	12.0	7.0	4.0	2.0	8.0	4.0	4.0	0.0	9.0	0.0	2.0	20.0	14.0	8.0	5.0	11.0	11.0	0.0	3.0	7.0	13.0	9.0	2.0	19.0	3.0	1.0	7.0	4.0	9.0	13.0	8.0	4.0	4.0	3.0	8.0	2.0	0.0	6.0	3.0	6.0	5.0	17.0	0.0	46.0	3.0	7.0	6.0	2.0	4.0	4.0	11.0	14.0	24.0	7.0	5.0	20.0	15.0	12.0	7.0	8.0	10.0	11.0	9.0	1.0	4.0	27.0	3.0	5.0	11.0	3.0	2.0	31.0	36.0	15.0	3.0	8.0	4.0	11.0	3.0	91.0	30.0	17.0	0.0	58.0	6.0	7.0	18.0	13.0	0.0	15.0	48.0	11.0	10.0	42.0	4.0	74.0	27.0
theta_f_37	0.0	2.0	4.0	9.0	2.0	3.0	0.0	3.0	2.0	2.0	0.0	7.0	15.0	29.0	43.0	1.0	1.0	6.0	0.0	20.0	7.0	10.0	0.0	33.0	1.0	6.0	1.0	16.0	19.0	11.0	15.0	10.0	7.0	3.0	8.0	0.0	8.0	0.0	10.0	19.0	11.0	4.0	19.0	1.0	2.0	5.0	8.0	18.0	0.0	9.0	66.0	7.0	9.0	9.0	4.0	6.0	1.0	34.0	11.0	27.0	18.0	1.0	8.0	6.0	9.0	9.0	19.0	16.0	5.0	7.0	12.0	66.0	17.0	10.0	5.0	2.0	10.0	3.0	6.0	1.0	10.0	35.0	20.0	24.0	10.0	2.0	20.0	3.0	2.0	10.0	21.0	29.0	0.0	3.0	3.0	3.0	4.0	10.0	2.0	7.0
theta_f_38	5.0	9.0	38.0	5.0	0.0	7.0	9.0	1.0	5.0	0.0	5.0	2.0	5.0	6.0	7.0	15.0	3.0	2.0	1.0	17.0	2.0	3.0	15.0	0.0	5.0	20.0	5.0	62.0	1.0	2.0	6.0	3.0	8.0	1.0	0.0	2.0	21.0	1.0	4.0	1.0	4.0	5.0	1.0	60.0	6.0	8.0	22.0	4.0	40.0	4.0	29.0	7.0	4.0	23.0	7.0	8.0	18.0	3.0	5.0	1.0	6.0	6.0	4.0	14.0	2.0	41.0	7.0	4.0	6.0	8.0	1.0	7.0	3.0	6.0	13.0	2.0	8.0	5.0	7.0	14.0	6.0	3.0	5.0	11.0	4.0	0.0	4.0	3.0	10.0	6.0	3.0	7.0	6.0	10.0	7.0	12.0	15.0	6.0	1.0	16.0
theta_f_39	2.0	1.0	0.0	4.0	2.0	3.0	1.0	1.0	0.0	3.0	0.0	3.0	4.0	9.0	3.0	0.0	4.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	8.0	2.0	2.0	0.0	4.0	7.0	0.0	0.0	8.0	0.0	6.0	0.0	3.0	1.0	13.0	14.0	2.0	1.0	2.0	18.0	0.0	2.0	1.0	9.0	0.0	2.0	4.0	3.0	4.0	5.0	0.0	1.0	1.0	2.0	5.0	1.0	2.0	0.0	1.0	5.0	1.0	3.0	1.0	3.0	9.0	0.0	1.0	0.0	7.0	13.0	0.0	6.0	3.0	1.0	4.0	0.0	2.0	12.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0	3.0	5.0	4.0	0.0	2.0	1.0
theta_f_40	10.0	4.0	4.0	2.0	4.0	32.0	5.0	12.0	3.0	10.0	0.0	7.0	8.0	4.0	0.0	1.0	3.0	6.0	3.0	0.0	0.0	2.0	2.0	65.0	24.0	1.0	8.0	0.0	3.0	8.0	6.0	6.0	9.0	4.0	0.0	6.0	7.0	15.0	8.0	4.0	2.0	1.0	2.0	2.0	2.0	6.0	40.0	7.0	9.0	8.0	7.0	0.0	24.0	8.0	10.0	6.0	15.0	12.0	4.0	1.0	5.0	0.0	2.0	0.0	4.0	2.0	8.0	6.0	3.0	50.0	0.0	5.0	12.0	42.0	1.0	5.0	2.0	0.0	6.0	18.0	0.0	1.0	7.0	7.0	7.0	3.0	6.0	5.0	2.0	4.0	3.0	1.0	13.0	7.0	0.0	5.0	0.0	34.0	22.0	33.0
theta_f_41	9.0	1.0	5.0	1.0	51.0	7.0	0.0	2.0	1.0	4.0	2.0	17.0	6.0	0.0	6.0	6.0	12.0	9.0	8.0	1.0	2.0	1.0	3.0	25.0	20.0	69.0	39.0	11.0	31.0	8.0	2.0	6.0	13.0	4.0	17.0	1.0	12.0	1.0	8.0	21.0	0.0	4.0	17.0	14.0	11.0	3.0	9.0	7.0	36.0	11.0	27.0	3.0	50.0	3.0	17.0	11.0	13.0	24.0	0.0	6.0	0.0	2.0	13.0	3.0	9.0	5.0	18.0	23.0	5.0	3.0	29.0	8.0	11.0	6.0	37.0	1.0	24.0	0.0	6.0	1.0	11.0	0.0	37.0	15.0	0.0	1.0	12.0	34.0	3.0	75.0	9.0	42.0	27.0	9.0	2.0	1.0	28.0	14.0	13.0	35.0
theta_f_42	4.0	2.0	21.0	18.0	5.0	1.0	6.0	4.0	6.0	9.0	1.0	4.0	16.0	6.0	0.0	21.0	2.0	4.0	3.0	14.0	7.0	21.0	29.0	22.0	3.0	6.0	9.0	6.0	20.0	7.0	18.0	13.0	10.0	35.0	14.0	6.0	17.0	21.0	7.0	0.0	0.0	8.0	7.0	2.0	2.0	3.0	13.0	14.0	10.0	16.0	5.0	2.0	3.0	3.0	7.0	2.0	7.0	2.0	3.0	4.0	13.0	14.0	1.0	12.0	11.0	12.0	1.0	16.0	8.0	6.0	8.0	3.0	17.0	3.0	16.0	11.0	4.0	8.0	1.0	4.0	14.0	5.0	13.0	41.0	6.0	12.0	5.0	4.0	9.0	10.0	32.0	1.0	21.0	26.0	21.0	1.0	7.0	44.0	22.0	23.0
theta_f_43	2.0	1.0	6.0	0.0	14.0	11.0	2.0	8.0	10.0	3.0	3.0	0.0	4.0	19.0	5.0	3.0	19.0	17.0	11.0	7.0	8.0	3.0	23.0	7.0	4.0	10.0	1.0	7.0	2.0	20.0	5.0	10.0	51.0	1.0	3.0	2.0	12.0	23.0	9.0	4.0	12.0	1.0	23.0	2.0	2.0	2.0	1.0	7.0	1.0	1.0	13.0	3.0	3.0	5.0	7.0	10.0	2.0	3.0	5.0	74.0	13.0	2.0	5.0	1.0	0.0	6.0	1.0	12.0	2.0	5.0	2.0	0.0	3.0	1.0	3.0	4.0	16.0	5.0	9.0	12.0	8.0	7.0	6.0	7.0	10.0	1.0	34.0	34.0	2.0	2.0	7.0	49.0	2.0	2.0	6.0	3.0	0.0	16.0	18.0	2.0
theta_f_44	1.0	2.0	11.0	13.0	7.0	62.0	4.0	7.0	2.0	3.0	5.0	20.0	3.0	3.0	15.0	1.0	13.0	17.0	0.0	8.0	11.0	37.0	5.0	7.0	8.0	4.0	12.0	8.0	5.0	1.0	3.0	8.0	9.0	5.0	12.0	7.0	7.0	15.0	10.0	3.0	12.0	2.0	10.0	4.0	19.0	54.0	17.0	13.0	7.0	33.0	1.0	15.0	12.0	11.0	21.0	27.0	59.0	1.0	17.0	20.0	8.0	0.0	9.0	3.0	5.0	8.0	20.0	22.0	0.0	1.0	72.0	4.0	25.0	38.0	28.0	36.0	8.0	12.0	27.0	54.0	1.0	12.0	59.0	9.0	4.0	1.0	3.0	5.0	0.0	1.0	4.0	9.0	97.0	39.0	2.0	2.0	7.0	14.0	0.0	2.0
theta_f_45	10.0	2.0	1.0	2.0	9.0	9.0	9.0	1.0	9.0	1.0	6.0	5.0	9.0	4.0	20.0	42.0	3.0	4.0	6.0	15.0	1.0	3.0	13.0	6.0	4.0	2.0	0.0	44.0	9.0	21.0	3.0	9.0	5.0	9.0	5.0	7.0	1.0	4.0	1.0	3.0	0.0	13.0	1.0	2.0	6.0	18.0	15.0	0.0	19.0	7.0	2.0	2.0	0.0	0.0	16.0	7.0	21.0	2.0	4.0	8.0	4.0	5.0	2.0	35.0	2.0	4.0	3.0	48.0	1.0	5.0	8.0	2.0	14.0	24.0	14.0	8.0	19.0	8.0	9.0	1.0	13.0	9.0	8.0	1.0	11.0	8.0	5.0	4.0	3.0	10.0	0.0	12.0	6.0	6.0	10.0	7.0	11.0	8.0	0.0	9.0
theta_f_46	28.0	3.0	15.0	13.0	2.0	8.0	0.0	1.0	8.0	0.0	1.0	8.0	41.0	2.0	4.0	12.0	11.0	5.0	3.0	47.0	1.0	4.0	17.0	5.0	68.0	4.0	1.0	34.0	12.0	4.0	14.0	43.0	1.0	7.0	0.0	0.0	14.0	27.0	13.0	3.0	3.0	1.0	5.0	10.0	5.0	0.0	11.0	1.0	19.0	12.0	25.0	1.0	32.0	1.0	8.0	25.0	4.0	4.0	2.0	4.0	1.0	5.0	15.0	15.0	3.0	9.0	1.0	1.0	1.0	3.0	10.0	6.0	4.0	8.0	0.0	3.0	3.0	0.0	3.0	2.0	0.0	2.0	6.0	153.0	5.0	10.0	16.0	7.0	6.0	6.0	10.0	4.0	5.0	3.0	2.0	10.0	6.0	29.0	17.0	14.0
theta_f_47	4.0	0.0	23.0	8.0	2.0	7.0	6.0	6.0	4.0	13.0	0.0	17.0	12.0	4.0	26.0	4.0	25.0	39.0	7.0	20.0	5.0	8.0	3.0	19.0	4.0	16.0	29.0	12.0	8.0	7.0	32.0	48.0	19.0	7.0	2.0	3.0	8.0	8.0	1.0	11.0	5.0	0.0	6.0	52.0	4.0	13.0	16.0	4.0	8.0	8.0	57.0	10.0	1.0	24.0	17.0	21.0	5.0	7.0	11.0	14.0	36.0	7.0	62.0	5.0	9.0	2.0	15.0	53.0	9.0	4.0	1.0	8.0	18.0	28.0	2.0	5.0	31.0	19.0	8.0	2.0	4.0	23.0	14.0	5.0	11.0	3.0	0.0	31.0	17.0	44.0	4.0	32.0	3.0	4.0	17.0	0.0	10.0	24.0	3.0	12.0
theta_f_48	39.0	6.0	2.0	5.0	15.0	11.0	3.0	18.0	14.0	3.0	1.0	4.0	11.0	5.0	10.0	1.0	10.0	5.0	5.0	4.0	4.0	76.0	14.0	10.0	11.0	1.0	14.0	17.0	6.0	5.0	40.0	5.0	1.0	0.0	3.0	3.0	53.0	20.0	10.0	11.0	2.0	2.0	10.0	5.0	15.0	6.0	0.0	12.0	26.0	10.0	3.0	1.0	25.0	1.0	13.0	41.0	6.0	8.0	9.0	32.0	2.0	3.0	4.0	2.0	5.0	4.0	21.0	78.0	0.0	6.0	5.0	3.0	10.0	4.0	16.0	6.0	5.0	26.0	1.0	6.0	3.0	1.0	0.0	23.0	117.0	1.0	10.0	33.0	3.0	29.0	4.0	28.0	97.0	7.0	53.0	10.0	3.0	4.0	15.0	7.0
theta_f_49	6.0	0.0	0.0	15.0	8.0	14.0	1.0	3.0	45.0	2.0	8.0	3.0	3.0	1.0	1.0	1.0	9.0	6.0	4.0	6.0	129.0	6.0	12.0	1.0	0.0	7.0	45.0	3.0	30.0	3.0	3.0	6.0	8.0	2.0	4.0	1.0	16.0	8.0	15.0	5.0	1.0	5.0	12.0	17.0	17.0	5.0	2.0	16.0	11.0	9.0	16.0	9.0	15.0	4.0	10.0	6.0	22.0	3.0	12.0	11.0	10.0	6.0	6.0	4.0	2.0	11.0	4.0	6.0	15.0	6.0	5.0	0.0	13.0	12.0	24.0	8.0	4.0	4.0	3.0	31.0	33.0	8.0	49.0	31.0	37.0	2.0	6.0	9.0	0.0	0.0	14.0	4.0	4.0	3.0	2.0	16.0	8.0	39.0	56.0	20.0
theta_f_50	37.0	3.0	4.0	11.0	3.0	35.0	0.0	25.0	6.0	1.0	3.0	5.0	7.0	1.0	13.0	0.0	24.0	2.0	0.0	5.0	0.0	11.0	25.0	10.0	36.0	1.0	35.0	6.0	2.0	11.0	9.0	13.0	3.0	0.0	1.0	1.0	3.0	5.0	26.0	4.0	2.0	38.0	1.0	12.0	1.0	38.0	2.0	17.0	7.0	6.0	3.0	3.0	19.0	9.0	2.0	1.0	10.0	9.0	8.0	8.0	2.0	9.0	5.0	6.0	16.0	20.0	15.0	16.0	5.0	3.0	0.0	19.0	2.0	0.0	6.0	5.0	18.0	8.0	14.0	10.0	1.0	7.0	9.0	38.0	8.0	0.0	18.0	68.0	4.0	15.0	34.0	2.0	2.0	2.0	8.0	3.0	3.0	19.0	5.0	7.0
theta_f_51	34.0	1.0	0.0	5.0	1.0	8.0	0.0	1.0	2.0	1.0	2.0	2.0	20.0	7.0	1.0	2.0	6.0	13.0	3.0	12.0	14.0	5.0	2.0	2.0	14.0	9.0	23.0	11.0	8.0	2.0	4.0	59.0	19.0	2.0	4.0	14.0	12.0	7.0	6.0	2.0	3.0	6.0	6.0	24.0	3.0	10.0	1.0	18.0	5.0	12.0	20.0	6.0	15.0	4.0	3.0	2.0	6.0	28.0	10.0	44.0	33.0	4.0	1.0	5.0	6.0	15.0	6.0	8.0	2.0	3.0	35.0	5.0	8.0	2.0	3.0	2.0	2.0	14.0	4.0	5.0	3.0	3.0	6.0	9.0	24.0	3.0	7.0	2.0	5.0	2.0	8.0	13.0	10.0	10.0	25.0	18.0	0.0	0.0	3.0	16.0
theta_f_52	3.0	9.0	5.0	8.0	0.0	2.0	4.0	3.0	0.0	0.0	0.0	26.0	12.0	20.0	2.0	33.0	4.0	3.0	3.0	9.0	18.0	85.0	17.0	9.0	6.0	3.0	9.0	6.0	8.0	0.0	8.0	12.0	8.0	70.0	8.0	2.0	8.0	10.0	7.0	11.0	3.0	2.0	2.0	7.0	7.0	9.0	2.0	5.0	16.0	2.0	38.0	8.0	3.0	6.0	3.0	3.0	5.0	20.0	4.0	11.0	2.0	8.0	13.0	39.0	1.0	11.0	5.0	31.0	9.0	6.0	9.0	1.0	30.0	2.0	10.0	2.0	27.0	2.0	11.0	18.0	24.0	6.0	15.0	13.0	4.0	2.0	2.0	7.0	2.0	2.0	22.0	1.0	51.0	13.0	4.0	7.0	37.0	3.0	25.0	23.0
theta_f_53	2.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	3.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	1.0	13.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	2.0	12.0	0.0	1.0	3.0	7.0	5.0	1.0	0.0	0.0	1.0	3.0	0.0	1.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	4.0	4.0	1.0	3.0	1.0	8.0	0.0	0.0
theta_f_54	4.0	0.0	11.0	9.0	9.0	12.0	78.0	36.0	1.0	1.0	2.0	14.0	1.0	9.0	13.0	3.0	0.0	10.0	47.0	1.0	5.0	27.0	49.0	23.0	26.0	13.0	3.0	35.0	42.0	68.0	13.0	22.0	8.0	50.0	8.0	2.0	2.0	55.0	21.0	25.0	3.0	5.0	20.0	6.0	5.0	27.0	2.0	2.0	13.0	0.0	5.0	15.0	28.0	13.0	3.0	13.0	29.0	44.0	3.0	2.0	51.0	23.0	5.0	21.0	4.0	19.0	2.0	19.0	10.0	0.0	14.0	5.0	7.0	3.0	2.0	3.0	0.0	1.0	13.0	1.0	5.0	14.0	19.0	6.0	33.0	5.0	15.0	15.0	2.0	20.0	19.0	1.0	10.0	20.0	11.0	34.0	19.0	77.0	14.0	7.0
theta_f_55	13.0	11.0	24.0	11.0	6.0	5.0	4.0	7.0	3.0	0.0	10.0	60.0	2.0	4.0	7.0	0.0	4.0	10.0	5.0	17.0	2.0	11.0	3.0	6.0	6.0	5.0	0.0	28.0	50.0	2.0	18.0	1.0	4.0	42.0	2.0	1.0	3.0	3.0	13.0	38.0	2.0	9.0	2.0	8.0	9.0	27.0	10.0	2.0	36.0	18.0	0.0	13.0	24.0	6.0	23.0	9.0	6.0	43.0	4.0	10.0	10.0	11.0	13.0	1.0	25.0	53.0	15.0	21.0	2.0	14.0	6.0	3.0	5.0	16.0	48.0	43.0	41.0	1.0	3.0	5.0	1.0	2.0	17.0	11.0	9.0	0.0	10.0	13.0	1.0	1.0	3.0	10.0	7.0	6.0	0.0	1.0	1.0	37.0	41.0	14.0
theta_f_56	16.0	1.0	2.0	2.0	2.0	12.0	2.0	10.0	9.0	0.0	0.0	28.0	5.0	2.0	6.0	18.0	4.0	30.0	9.0	3.0	9.0	10.0	1.0	6.0	7.0	7.0	3.0	16.0	18.0	6.0	3.0	13.0	16.0	5.0	5.0	4.0	14.0	9.0	28.0	1.0	2.0	12.0	3.0	5.0	9.0	10.0	35.0	3.0	24.0	2.0	20.0	2.0	4.0	9.0	4.0	9.0	7.0	0.0	43.0	18.0	9.0	4.0	52.0	8.0	11.0	15.0	2.0	2.0	9.0	2.0	38.0	1.0	4.0	1.0	27.0	60.0	63.0	4.0	2.0	7.0	4.0	4.0	20.0	9.0	12.0	9.0	7.0	34.0	2.0	17.0	9.0	16.0	9.0	4.0	0.0	3.0	11.0	16.0	2.0	11.0
theta_f_57	7.0	6.0	2.0	7.0	4.0	23.0	2.0	36.0	5.0	2.0	4.0	2.0	4.0	2.0	3.0	4.0	5.0	41.0	5.0	3.0	0.0	1.0	24.0	2.0	38.0	0.0	21.0	2.0	3.0	11.0	1.0	13.0	13.0	5.0	6.0	0.0	5.0	1.0	11.0	9.0	1.0	1.0	7.0	4.0	1.0	1.0	6.0	1.0	7.0	2.0	13.0	3.0	2.0	0.0	1.0	1.0	2.0	2.0	1.0	23.0	0.0	4.0	10.0	8.0	6.0	8.0	0.0	21.0	0.0	5.0	11.0	16.0	14.0	2.0	8.0	7.0	21.0	8.0	12.0	1.0	1.0	1.0	19.0	14.0	6.0	1.0	4.0	1.0	10.0	1.0	2.0	20.0	7.0	9.0	48.0	9.0	2.0	16.0	24.0	1.0
theta_f_58	0.0	11.0	3.0	7.0	8.0	6.0	11.0	6.0	8.0	2.0	6.0	3.0	4.0	16.0	27.0	19.0	3.0	3.0	3.0	2.0	17.0	10.0	7.0	0.0	24.0	11.0	2.0	10.0	2.0	20.0	1.0	12.0	4.0	6.0	5.0	0.0	7.0	6.0	4.0	10.0	0.0	3.0	3.0	2.0	6.0	9.0	5.0	2.0	3.0	4.0	20.0	7.0	1.0	46.0	0.0	1.0	0.0	6.0	4.0	2.0	1.0	20.0	2.0	3.0	1.0	13.0	11.0	32.0	1.0	5.0	7.0	2.0	4.0	1.0	41.0	7.0	2.0	1.0	11.0	6.0	2.0	6.0	2.0	12.0	12.0	7.0	61.0	5.0	1.0	11.0	7.0	1.0	14.0	28.0	11.0	2.0	2.0	65.0	19.0	11.0
